Time: 4.703337900 seconds | CompleteTranslationUnit;
Time: 0.003320000 seconds | std::__1::map<double, double, std::__1::less<double>, std::__1::allocator<std::__1::pair<const double, double> > >::map;
Time: 0.003319000 seconds | std::__1::map<double, std::__1::vector<int, std::__1::allocator<int> >, std::__1::less<double>, std::__1::allocator<std::__1::pair<const double, std::__1::vector<int, std::__1::allocator<int> > > > >::map;
Time: 0.003318000 seconds | std::__1::map<bool, long long, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, long long> > >::map;
Time: 0.003315000 seconds | std::__1::operator==<bool, std::__1::map<std::__1::basic_string<char>, float, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, float> > >, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, std::__1::map<std::__1::basic_string<char>, float, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, float> > > > > >;
Time: 0.003311000 seconds | std::__1::operator==<long long, bool, std::__1::less<long long>, std::__1::allocator<std::__1::pair<const long long, bool> > >;
Time: 0.003311000 seconds | std::__1::map<short, std::__1::vector<example::thrift12::Struct20, std::__1::allocator<example::thrift12::Struct20> >, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, std::__1::vector<example::thrift12::Struct20, std::__1::allocator<example::thrift12::Struct20> > > > >::map;
Time: 0.003308999 seconds | std::__1::map<std::__1::map<double, std::__1::basic_string<char>, std::__1::less<double>, std::__1::allocator<std::__1::pair<const double, std::__1::basic_string<char> > > >, example::thrift32::Struct13, std::__1::less<std::__1::map<double, std::__1::basic_string<char>, std::__1::less<double>, std::__1::allocator<std::__1::pair<const double, std::__1::basic_string<char> > > > >, std::__1::allocator<std::__1::pair<const std::__1::map<double, std::__1::basic_string<char>, std::__1::less<double>, std::__1::allocator<std::__1::pair<const double, std::__1::basic_string<char> > > >, example::thrift32::Struct13> > >::map;
Time: 0.003306999 seconds | std::__1::vector<double, std::__1::allocator<double> >::vector;
Time: 0.003306999 seconds | std::__1::set<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> >, std::__1::less<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> > >, std::__1::allocator<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> > > >;
Time: 0.003306000 seconds | std::__1::operator==<short, std::__1::less<short>, std::__1::allocator<short> >;
Time: 0.003298000 seconds | std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> >;
Time: 0.003286000 seconds | std::__1::operator==<bool, signed char, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, signed char> > >;
Time: 0.003282000 seconds | std::__1::map<bool, std::__1::set<long long, std::__1::less<long long>, std::__1::allocator<long long> >, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, std::__1::set<long long, std::__1::less<long long>, std::__1::allocator<long long> > > > >::map;
Time: 0.003281000 seconds | std::__1::map<example::thrift12::Struct26, bool, std::__1::less<example::thrift12::Struct26>, std::__1::allocator<std::__1::pair<const example::thrift12::Struct26, bool> > >::map;
Time: 0.003280000 seconds | std::__1::map<example::thrift20::Struct0, short, std::__1::less<example::thrift20::Struct0>, std::__1::allocator<std::__1::pair<const example::thrift20::Struct0, short> > >::map;
Time: 0.003278999 seconds | std::__1::set<std::__1::set<signed char, std::__1::less<signed char>, std::__1::allocator<signed char> >, std::__1::less<std::__1::set<signed char, std::__1::less<signed char>, std::__1::allocator<signed char> > >, std::__1::allocator<std::__1::set<signed char, std::__1::less<signed char>, std::__1::allocator<signed char> > > >::set;
Time: 0.003268999 seconds | std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> >::set;
Time: 0.003257999 seconds | std::__1::map<bool, std::__1::basic_string<char>, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, std::__1::basic_string<char> > > >::map;
Time: 0.003255000 seconds | std::__1::map<bool, std::__1::map<std::__1::basic_string<char>, float, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, float> > >, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, std::__1::map<std::__1::basic_string<char>, float, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, float> > > > > >::map;
Time: 0.003252999 seconds | std::__1::map<std::__1::map<float, short, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, short> > >, long long, std::__1::less<std::__1::map<float, short, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, short> > > >, std::__1::allocator<std::__1::pair<const std::__1::map<float, short, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, short> > >, long long> > >::map;
Time: 0.003251999 seconds | std::__1::map<signed char, signed char, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, signed char> > >::map;
Time: 0.003251000 seconds | std::__1::pair<const float, std::__1::map<std::__1::set<int, std::__1::less<int>, std::__1::allocator<int> >, float, std::__1::less<std::__1::set<int, std::__1::less<int>, std::__1::allocator<int> > >, std::__1::allocator<std::__1::pair<const std::__1::set<int, std::__1::less<int>, std::__1::allocator<int> >, float> > > >;
Time: 0.003249999 seconds | std::__1::set<std::__1::set<signed char, std::__1::less<signed char>, std::__1::allocator<signed char> >, std::__1::less<std::__1::set<signed char, std::__1::less<signed char>, std::__1::allocator<signed char> > >, std::__1::allocator<std::__1::set<signed char, std::__1::less<signed char>, std::__1::allocator<signed char> > > >;
Time: 0.003247999 seconds | example::thrift1::Struct2::read<apache::thrift::BinaryProtocolReader>;
Time: 0.003245999 seconds | std::__1::map<example::thrift29::Struct0, std::__1::set<int, std::__1::less<int>, std::__1::allocator<int> >, std::__1::less<example::thrift29::Struct0>, std::__1::allocator<std::__1::pair<const example::thrift29::Struct0, std::__1::set<int, std::__1::less<int>, std::__1::allocator<int> > > > >::map;
Time: 0.003235000 seconds | std::__1::set<example::thrift12::Struct5, std::__1::less<example::thrift12::Struct5>, std::__1::allocator<example::thrift12::Struct5> >::set;
Time: 0.003235000 seconds | std::__1::operator==<std::__1::map<bool, std::__1::basic_string<char>, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, std::__1::basic_string<char> > > >, std::__1::less<std::__1::map<bool, std::__1::basic_string<char>, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, std::__1::basic_string<char> > > > >, std::__1::allocator<std::__1::map<bool, std::__1::basic_string<char>, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, std::__1::basic_string<char> > > > > >;
Time: 0.003231999 seconds | std::__1::map<example::thrift29::Struct0, double, std::__1::less<example::thrift29::Struct0>, std::__1::allocator<std::__1::pair<const example::thrift29::Struct0, double> > >::map;
Time: 0.003219000 seconds | std::__1::map<int, float, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, float> > >::map;
Time: 0.003217000 seconds | std::__1::map<short, example::thrift29::Struct7, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, example::thrift29::Struct7> > >::map;
Time: 0.003214000 seconds | std::__1::pair<const std::__1::map<std::__1::basic_string<char>, short, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, short> > >, std::__1::map<std::__1::vector<double, std::__1::allocator<double> >, bool, std::__1::less<std::__1::vector<double, std::__1::allocator<double> > >, std::__1::allocator<std::__1::pair<const std::__1::vector<double, std::__1::allocator<double> >, bool> > > >;
Time: 0.003211000 seconds | std::__1::operator==<bool, int, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, int> > >;
Time: 0.003210000 seconds | std::__1::map<double, short, std::__1::less<double>, std::__1::allocator<std::__1::pair<const double, short> > >::map;
Time: 0.003199000 seconds | std::__1::operator<<bool, std::__1::map<float, signed char, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, signed char> > >, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, std::__1::map<float, signed char, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, signed char> > > > > >;
Time: 0.003198000 seconds | std::__1::pair<const short, std::__1::map<bool, float, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, float> > > >;
Time: 0.003197000 seconds | std::__1::operator==<std::__1::map<double, short, std::__1::less<double>, std::__1::allocator<std::__1::pair<const double, short> > >, std::__1::less<std::__1::map<double, short, std::__1::less<double>, std::__1::allocator<std::__1::pair<const double, short> > > >, std::__1::allocator<std::__1::map<double, short, std::__1::less<double>, std::__1::allocator<std::__1::pair<const double, short> > > > >;
Time: 0.003195999 seconds | std::__1::set<std::__1::map<float, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> >, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> > > > >, std::__1::less<std::__1::map<float, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> >, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> > > > > >, std::__1::allocator<std::__1::map<float, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> >, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> > > > > > >::set;
Time: 0.003194999 seconds | std::__1::map<bool, short, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, short> > >::map;
Time: 0.003192000 seconds | std::__1::map<int, signed char, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, signed char> > >::map;
Time: 0.003181999 seconds | std::__1::map<signed char, long long, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, long long> > >::map;
Time: 0.003180999 seconds | std::__1::map<signed char, int, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, int> > >::map;
Time: 0.003176000 seconds | std::__1::set<example::thrift27::Struct6, std::__1::less<example::thrift27::Struct6>, std::__1::allocator<example::thrift27::Struct6> >::set;
Time: 0.003175000 seconds | std::__1::operator<<std::__1::map<long long, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> >, std::__1::less<long long>, std::__1::allocator<std::__1::pair<const long long, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> > > > >, std::__1::less<std::__1::map<long long, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> >, std::__1::less<long long>, std::__1::allocator<std::__1::pair<const long long, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> > > > > >, std::__1::allocator<std::__1::map<long long, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> >, std::__1::less<long long>, std::__1::allocator<std::__1::pair<const long long, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> > > > > > >;
Time: 0.003173000 seconds | std::__1::operator==<example::thrift20::Struct3, std::__1::less<example::thrift20::Struct3>, std::__1::allocator<example::thrift20::Struct3> >;
Time: 0.003169999 seconds | std::__1::map<bool, std::__1::vector<long long, std::__1::allocator<long long> >, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, std::__1::vector<long long, std::__1::allocator<long long> > > > >::map;
Time: 0.003161999 seconds | example::thrift1::Struct0::serializedSize<apache::thrift::CompactProtocolWriter>;
Time: 0.003159000 seconds | std::__1::operator==<std::__1::map<float, short, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, short> > >, long long, std::__1::less<std::__1::map<float, short, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, short> > > >, std::__1::allocator<std::__1::pair<const std::__1::map<float, short, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, short> > >, long long> > >;
Time: 0.003149000 seconds | std::__1::operator==<signed char, signed char, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, signed char> > >;
Time: 0.003140999 seconds | std::__1::operator==<example::thrift29::Struct0, std::__1::set<int, std::__1::less<int>, std::__1::allocator<int> >, std::__1::less<example::thrift29::Struct0>, std::__1::allocator<std::__1::pair<const example::thrift29::Struct0, std::__1::set<int, std::__1::less<int>, std::__1::allocator<int> > > > >;
Time: 0.003130999 seconds | std::__1::map<int, bool, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, bool> > >::map;
Time: 0.003128000 seconds | std::__1::operator<<std::__1::map<short, example::thrift32::Struct1, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, example::thrift32::Struct1> > >, std::__1::less<std::__1::map<short, example::thrift32::Struct1, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, example::thrift32::Struct1> > > >, std::__1::allocator<std::__1::map<short, example::thrift32::Struct1, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, example::thrift32::Struct1> > > > >;
Time: 0.003116000 seconds | std::__1::pair<const int, signed char>;
Time: 0.003098999 seconds | std::__1::map<std::__1::basic_string<char>, std::__1::map<std::__1::basic_string<char>, double, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, double> > >, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, std::__1::map<std::__1::basic_string<char>, double, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, double> > > > > >::map;
Time: 0.003090999 seconds | std::__1::set<std::__1::vector<long long, std::__1::allocator<long long> >, std::__1::less<std::__1::vector<long long, std::__1::allocator<long long> > >, std::__1::allocator<std::__1::vector<long long, std::__1::allocator<long long> > > >::set;
Time: 0.003086999 seconds | std::__1::pair<const std::__1::basic_string<char>, std::__1::set<std::__1::vector<long long, std::__1::allocator<long long> >, std::__1::less<std::__1::vector<long long, std::__1::allocator<long long> > >, std::__1::allocator<std::__1::vector<long long, std::__1::allocator<long long> > > > >;
Time: 0.003078999 seconds | std::__1::map<double, int, std::__1::less<double>, std::__1::allocator<std::__1::pair<const double, int> > >::map;
Time: 0.003073000 seconds | std::__1::operator==<int, float, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, float> > >;
Time: 0.003064000 seconds | std::__1::set<std::__1::map<bool, float, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, float> > >, std::__1::less<std::__1::map<bool, float, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, float> > > >, std::__1::allocator<std::__1::map<bool, float, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, float> > > > >::set;
Time: 0.003061999 seconds | std::__1::operator==<example::thrift32::Struct1, std::__1::less<example::thrift32::Struct1>, std::__1::allocator<example::thrift32::Struct1> >;
Time: 0.003057999 seconds | std::__1::operator==<example::thrift12::Struct15, std::__1::less<example::thrift12::Struct15>, std::__1::allocator<example::thrift12::Struct15> >;
Time: 0.003057000 seconds | std::__1::operator==<signed char, float, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, float> > >;
Time: 0.003046999 seconds | std::__1::map<std::__1::basic_string<char>, bool, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, bool> > >::map;
Time: 0.003041000 seconds | std::__1::set<signed char, std::__1::less<signed char>, std::__1::allocator<signed char> >::set;
Time: 0.003040999 seconds | std::__1::set<std::__1::map<short, example::thrift32::Struct1, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, example::thrift32::Struct1> > >, std::__1::less<std::__1::map<short, example::thrift32::Struct1, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, example::thrift32::Struct1> > > >, std::__1::allocator<std::__1::map<short, example::thrift32::Struct1, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, example::thrift32::Struct1> > > > >::set;
Time: 0.003036000 seconds | std::__1::operator<<std::__1::map<float, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> >, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> > > > >, std::__1::less<std::__1::map<float, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> >, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> > > > > >, std::__1::allocator<std::__1::map<float, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> >, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> > > > > > >;
Time: 0.003031000 seconds | example::thrift1::Struct0::serializedSizeZC<apache::thrift::CompactProtocolWriter>;
Time: 0.003027999 seconds | std::__1::operator<<std::__1::map<std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >, double, std::__1::less<std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > > >, std::__1::allocator<std::__1::pair<const std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >, double> > >, std::__1::less<std::__1::map<std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >, double, std::__1::less<std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > > >, std::__1::allocator<std::__1::pair<const std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >, double> > > >, std::__1::allocator<std::__1::map<std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >, double, std::__1::less<std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > > >, std::__1::allocator<std::__1::pair<const std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >, double> > > > >;
Time: 0.003021999 seconds | std::__1::set<std::__1::map<std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >, double, std::__1::less<std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > > >, std::__1::allocator<std::__1::pair<const std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >, double> > >, std::__1::less<std::__1::map<std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >, double, std::__1::less<std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > > >, std::__1::allocator<std::__1::pair<const std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >, double> > > >, std::__1::allocator<std::__1::map<std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >, double, std::__1::less<std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > > >, std::__1::allocator<std::__1::pair<const std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >, double> > > > >::set;
Time: 0.003008000 seconds | std::__1::vector<std::__1::vector<std::__1::basic_string<char>, std::__1::allocator<std::__1::basic_string<char> > >, std::__1::allocator<std::__1::vector<std::__1::basic_string<char>, std::__1::allocator<std::__1::basic_string<char> > > > >::vector;
Time: 0.003001999 seconds | std::__1::pair<const double, example::thrift32::Struct9>;
Time: 0.002995000 seconds | std::__1::operator==<double, int, std::__1::less<double>, std::__1::allocator<std::__1::pair<const double, int> > >;
Time: 0.002988000 seconds | std::__1::operator<<std::__1::map<example::thrift19::Struct0, bool, std::__1::less<example::thrift19::Struct0>, std::__1::allocator<std::__1::pair<const example::thrift19::Struct0, bool> > >, std::__1::less<std::__1::map<example::thrift19::Struct0, bool, std::__1::less<example::thrift19::Struct0>, std::__1::allocator<std::__1::pair<const example::thrift19::Struct0, bool> > > >, std::__1::allocator<std::__1::map<example::thrift19::Struct0, bool, std::__1::less<example::thrift19::Struct0>, std::__1::allocator<std::__1::pair<const example::thrift19::Struct0, bool> > > > >;
Time: 0.002979999 seconds | std::__1::operator==<example::thrift27::Struct2, std::__1::less<example::thrift27::Struct2>, std::__1::allocator<example::thrift27::Struct2> >;
Time: 0.002966999 seconds | std::__1::operator==<std::__1::vector<example::thrift29::Struct0, std::__1::allocator<example::thrift29::Struct0> >, std::__1::less<std::__1::vector<example::thrift29::Struct0, std::__1::allocator<example::thrift29::Struct0> > >, std::__1::allocator<std::__1::vector<example::thrift29::Struct0, std::__1::allocator<example::thrift29::Struct0> > > >;
Time: 0.002960999 seconds | std::__1::vector<example::thrift29::Struct5, std::__1::allocator<example::thrift29::Struct5> >::vector;
Time: 0.002951999 seconds | std::__1::set<std::__1::vector<bool, std::__1::allocator<bool> >, std::__1::less<std::__1::vector<bool, std::__1::allocator<bool> > >, std::__1::allocator<std::__1::vector<bool, std::__1::allocator<bool> > > >::set;
Time: 0.002950000 seconds | std::__1::operator<<std::__1::set<example::thrift32::Struct17, std::__1::less<example::thrift32::Struct17>, std::__1::allocator<example::thrift32::Struct17> >, std::__1::less<std::__1::set<example::thrift32::Struct17, std::__1::less<example::thrift32::Struct17>, std::__1::allocator<example::thrift32::Struct17> > >, std::__1::allocator<std::__1::set<example::thrift32::Struct17, std::__1::less<example::thrift32::Struct17>, std::__1::allocator<example::thrift32::Struct17> > > >;
Time: 0.002939999 seconds | std::__1::operator==<std::__1::basic_string<char>, bool, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, bool> > >;
Time: 0.002938000 seconds | std::__1::set<std::__1::set<int, std::__1::less<int>, std::__1::allocator<int> >, std::__1::less<std::__1::set<int, std::__1::less<int>, std::__1::allocator<int> > >, std::__1::allocator<std::__1::set<int, std::__1::less<int>, std::__1::allocator<int> > > >::set;
Time: 0.002936999 seconds | std::__1::operator==<std::__1::set<double, std::__1::less<double>, std::__1::allocator<double> >, std::__1::less<std::__1::set<double, std::__1::less<double>, std::__1::allocator<double> > >, std::__1::allocator<std::__1::set<double, std::__1::less<double>, std::__1::allocator<double> > > >;
Time: 0.002926999 seconds | std::__1::operator==<example::thrift27::Struct5, std::__1::less<example::thrift27::Struct5>, std::__1::allocator<example::thrift27::Struct5> >;
Time: 0.002921999 seconds | std::__1::operator<<short, std::__1::vector<example::thrift12::Struct4, std::__1::allocator<example::thrift12::Struct4> >, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, std::__1::vector<example::thrift12::Struct4, std::__1::allocator<example::thrift12::Struct4> > > > >;
Time: 0.002918000 seconds | std::__1::operator==<bool, std::__1::basic_string<char>, std::__1::less<bool>, std::__1::allocator<std::__1::pair<const bool, std::__1::basic_string<char> > > >;
Time: 0.002904000 seconds | std::__1::set<std::__1::vector<int, std::__1::allocator<int> >, std::__1::less<std::__1::vector<int, std::__1::allocator<int> > >, std::__1::allocator<std::__1::vector<int, std::__1::allocator<int> > > >::set;
Time: 0.002894000 seconds | std::__1::operator==<std::__1::vector<long long, std::__1::allocator<long long> >, std::__1::allocator<std::__1::vector<long long, std::__1::allocator<long long> > > >;
Time: 0.002892000 seconds | std::__1::operator==<std::__1::vector<long long, std::__1::allocator<long long> >, std::__1::less<std::__1::vector<long long, std::__1::allocator<long long> > >, std::__1::allocator<std::__1::vector<long long, std::__1::allocator<long long> > > >;
Time: 0.002890999 seconds | std::__1::set<std::__1::map<long long, long long, std::__1::less<long long>, std::__1::allocator<std::__1::pair<const long long, long long> > >, std::__1::less<std::__1::map<long long, long long, std::__1::less<long long>, std::__1::allocator<std::__1::pair<const long long, long long> > > >, std::__1::allocator<std::__1::map<long long, long long, std::__1::less<long long>, std::__1::allocator<std::__1::pair<const long long, long long> > > > >::set;
Time: 0.002876999 seconds | std::__1::set<example::thrift27::Struct5, std::__1::less<example::thrift27::Struct5>, std::__1::allocator<example::thrift27::Struct5> >::set;
Time: 0.002871999 seconds | std::__1::set<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> >, std::__1::less<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> > >, std::__1::allocator<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> > > >::set;
Time: 0.002865999 seconds | std::__1::set<std::__1::map<short, std::__1::basic_string<char>, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, std::__1::basic_string<char> > > >, std::__1::less<std::__1::map<short, std::__1::basic_string<char>, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, std::__1::basic_string<char> > > > >, std::__1::allocator<std::__1::map<short, std::__1::basic_string<char>, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, std::__1::basic_string<char> > > > > >::set;
Time: 0.002858999 seconds | std::__1::vector<std::__1::map<example::thrift27::Struct2, int, std::__1::less<example::thrift27::Struct2>, std::__1::allocator<std::__1::pair<const example::thrift27::Struct2, int> > >, std::__1::allocator<std::__1::map<example::thrift27::Struct2, int, std::__1::less<example::thrift27::Struct2>, std::__1::allocator<std::__1::pair<const example::thrift27::Struct2, int> > > > >::vector;
Time: 0.002857999 seconds | std::__1::set<std::__1::set<double, std::__1::less<double>, std::__1::allocator<double> >, std::__1::less<std::__1::set<double, std::__1::less<double>, std::__1::allocator<double> > >, std::__1::allocator<std::__1::set<double, std::__1::less<double>, std::__1::allocator<double> > > >::set;
Time: 0.002857999 seconds | std::__1::set<example::thrift20::Struct3, std::__1::less<example::thrift20::Struct3>, std::__1::allocator<example::thrift20::Struct3> >::set;
Time: 0.002857000 seconds | std::__1::vector<std::__1::vector<int, std::__1::allocator<int> >, std::__1::allocator<std::__1::vector<int, std::__1::allocator<int> > > >::vector;
Time: 0.002849000 seconds | std::__1::set<std::__1::vector<example::thrift29::Struct0, std::__1::allocator<example::thrift29::Struct0> >, std::__1::less<std::__1::vector<example::thrift29::Struct0, std::__1::allocator<example::thrift29::Struct0> > >, std::__1::allocator<std::__1::vector<example::thrift29::Struct0, std::__1::allocator<example::thrift29::Struct0> > > >::set;
Time: 0.002848000 seconds | std::__1::operator==<short, std::__1::allocator<short> >;
Time: 0.002844999 seconds | std::__1::set<std::__1::map<signed char, int, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, int> > >, std::__1::less<std::__1::map<signed char, int, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, int> > > >, std::__1::allocator<std::__1::map<signed char, int, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, int> > > > >::set;
Time: 0.002825999 seconds | std::__1::operator==<example::thrift29::Struct3, std::__1::allocator<example::thrift29::Struct3> >;
Time: 0.002824000 seconds | std::__1::set<example::thrift32::Struct2, std::__1::less<example::thrift32::Struct2>, std::__1::allocator<example::thrift32::Struct2> >::set;
Time: 0.002807999 seconds | std::__1::set<example::thrift12::Struct15, std::__1::less<example::thrift12::Struct15>, std::__1::allocator<example::thrift12::Struct15> >::set;
Time: 0.002797000 seconds | std::__1::operator<<std::__1::map<example::thrift27::Struct2, int, std::__1::less<example::thrift27::Struct2>, std::__1::allocator<std::__1::pair<const example::thrift27::Struct2, int> > >, std::__1::allocator<std::__1::map<example::thrift27::Struct2, int, std::__1::less<example::thrift27::Struct2>, std::__1::allocator<std::__1::pair<const example::thrift27::Struct2, int> > > > >;
